score,ulasan
3,"Sudah sangat bagus aplikasinya, mungkin perlu sedikit perbaikan saat mau nonton history tontonan loadingnya lama. Saran tambahkan film ben 10 karena pasti akan ramai yg menonton"
3,B aja jangan talalu lebay
3,Lodingnya masih lama juga siaran olahraga ko hrus berlangganan jadi ribet.saran layar tv nya kalau bisa layar kecil dulu dong.biar yang lain gak ke pencet.mksh.
3,Ini knpa kita belikan paket lewat pulsa ngk bisa
3,"Oke cukup baik tapi tolong, saya masih berlangganan dan masih aktif tapi sudah harus beli kuota lagi dan coba beli lagi tapi gk bisa krn masih terdaftar sampe tgl 7 Maret 2023. Mohon di bantu..."
4,Tolong donk kak untuk film the king 2 heart knp ya gak bisa ditonton padahal udah episode 7 kemarin lihatx eh tiba2 gak bisa ditonton lagi.... Tolong ya kak cz ceritax seru bikin penasaran🤔🤔🤔😥😥 terima kasih🙏🙏🙏🙏
4,Udah beli paket primier ko masih ada iklan dan masih gak bisa kebuka film nya .. Gimana dong ini ada yg salahkah
4,"Mohon dibantu admin,, saya sudah berlangganan paket video premiere platinum di Telkomsel tapi tetep ga bisa dibuka,, harus berlangganan lagi, maksudnya gimana ya? Padahal saya udah bayar pake pulsa,, tapi tetep tidak bisa buka,, mohon dibantu"
4,🙂😐
4,"ذو شخص. , nor would. ."
4,bagus
4,Mantap
4,Ok
4,Mantap
4,Mantul
4,Suskaaaa
4,Bagusss
4,baik
4,bagus
4,Pas nonton piala fa kenapa ya Putus2... Semoga nonton liga inggris sampai putus2 lagi Masalah device n internet saya bagus...
4,Aplikasi nya ok
4,"walau pun drama/flm nya bagus ,yg bikin kurang bagus iklan nya tolong dong durasi nya di percepat ... trus kenapa gk ada drama turki nya... biar lengkap..."
4,Qispsl
4,Kurang maksimal
4,Lumayan lah lebih bagus lagi ya program nya banyakin
4,Aplikasinya sangat bagus sekali mantab
4,mantapppppppp
4,Aplikasi yang cukup baik
4,Tolong bisa di unduh ke penyimpanan Eksternal dong🙏
4,Video sintetron harus ada subtitle English kak supaya kita juga bisa belajar sedikit dengan faham kata katanya sangat bermutu dan manfaat banget apa lagi episode yang banyak wajib ada subtitle English
4,Mantap
4,"Ampun iklannya!! Tolong dikondisikan, masa iya film remaja anak anak iklannya film dewasa. Mana muncul terus terusan."
4,ifos1s
4,Sip dah
4,Iklan ny banyak sekali
4,Ok
4,Saya kasih 4 dulu nanti klo dah baik bru bintang 5
4,Ok mantap
4,Apk ini sangat membantu sekali utk film favorit sya
4,Aqu kasih bintang 4 dulu klo cocok pasti aqu penuhi bintang nya.
4,Bagus
4,"Saya mau saran dong,, tambahin gtv di live nya dooong🥹"
4,"Aplikasi cukup bagus, cuman kenapa akhir-akhir ini live epl saya mengalami framedrop"
4,"Selamat sore developed 🙏. Maaf hanya mengasih bintang 4 dulu karena aku rasa masih ada kekurangan dalam aplikasi ini. Yaitu tercantum nya akun, terkadang akunnya lepas dan harus login ulang pakai nomor, sering terjadi seperti ini. Dan terakhir vidio yang saya download selalu ke hapus sendiri. Tolong diperbaiki yak. Terimakasih banyak. 🙏"
4,Vidio baguss kok
4,Oke
4,"Seneng dengan apk ini karna memudahkan saya menonton sinetron kesayangan tanpa larut malam,,,"
4,Baik
4,apakah masih menyiarkan UEFA CHAMPIONS LEAGUE? kenapa tidak ada menu UCL di sport?
4,Sahgat menarik
4,"Tolong di perbanyak lagi film box office nya, terima kasih"
4,iklanya kurangin jngn bnyk'
4,"Suka banget sama drama koreanya, apalagi yang gratis gratis, tapi ada yang kecewa juga di saat saya nonton the king 2 heart sudah episode 10 dan ternyata kelanjutannya sudah tidak ada lagi dan sudah tidak ada di daftar nonton gratis, kecewa banget.. karena gak tau bagaimana kelanjutannya 🙏🏻"
4,"Saya ada potongan langganan sebesar 32000 ,tapi pas di cek di aplikasi Vidio kok tidak berlangganan statusnya,,mohon dibantu"
4,Tayangan Rusian blue porno com
4,Aplikasinya sudah bagus cuman kalau boleh adain fitur hapus akun diandroid juga
4,C no of diblokir M M viiim
4,coba dulu
4,"sekarang vidio sudah mulai belajar memahami pelanggannya, sudah baguslah ttp terus ditingkatkan ya, jangan lipa buka link pengaduan bagaimana cara isi vocer langganan ya. Sy sdh beli tp lupa cara memasukkan"
4,bagus
4,Gabisa 1080p
4,S@s#sa#aassssss
4,"Lumayan lah aplikasinya, pribadi hanya nonton pertandingan pro liga voli saja, karena channel tv moji sinyal jelek di Kabupaten domisili saya."
4,"Cuma loadingnya lama aja,lainnya oke oke aja"
4,"sinyal lancar garis empat, kuota penuh, pas nonton liga inggris buffering mulu amit2...abis lama2 kuota buat buffering jangan2... edit : lunayan sekarang udah jarang force close & minim bgt buffering apalagi pas big match 👍"
5,bvby yybhhhyhbyhby y hbyyyhnhuyyyyhyyyyyyyyy yy ybynhhyyhyyyhnyyyhh thyyhynyynyyyynyyyyyuyhyyh yyyhnyyyhnyhhyyyyhnh y yhynhyy yyhyhnynhnh h hy ynyy hy hnhhyyyh nhhnynyyyyynnyyy y yhnh yhnynyy yyhy hnhhnyynyynyhyh yh hnyyyhhyyyyyhyy hnynyynyyhhyyhuyh yuh hnhnyynyh hyhnyhyyhyynyynyuyyhyhyhyyyyyyuyynynhhhy nyyyhyyyhy yy yyyyyyhhnh hnyhy hyyyyyhhhhhyhyhnynh yhhnyynyyyy yhh yyh yhhnhyyh hnnhnhnyyhnyn hnhnhnbyyyyhhhyhnyhhnhhhh nhyhhh nhnh
5,Apakah
5,Min kok vidio akhir² ini jaringannya loading melulu
5,Saya kasih bintang 4 karena di dunia gak ada yg sempurna
5,"ga ada mnc grup, ga ada tv daerah, ga ada cnn, cnbc. Tapi kalo suka nonton Pildun, Liga Indonesia, Inggris sma Eropa ini worth it."
5,Lumayan 👍 🌟 🌟 🌟 🌟
5,Berita dan olah raga
5,2 e3 ! /8-6 0 %
5,Aplikasi gk ke buka min
5,IKLAN
5,Lumayan
5,"Apk bagus kualitas luar biasa cuman sayang sering kali ujuk"" keluar ketika pake layar full"
5,good
5,Menghibur
5,👍💻
5,Good bgt👍👍
5,seru berasa nonton TV asli dan yang paling seru ada iklanya jadi menurut aku APK paling bagus untuk nonton video dan video seru lagi terimakasih banyak untuk yang membuat APK ini asalamualaikun 🙏🙏🙏
5,Godd 😎☝
5,Bagus banget
5,Oke dahhh
5,Bagus ini bisa membantun Saya melihat Bola
5,Sangat puas.
5,Ini bagus dan enak untuk di tonton
5,Ftv nya dong di perbarui SCTV nya yang 2023
5,Sangat bagus
5,Cucok bgt dh
5,"Apk yang bagus, yang gue cari cari"
5,Cukup menghibur
5,Senang..banyak film2 indo yg seru2
5,Top
5,Bagus sekali
5,Bagus dan hemat
5,Bagus sekali
5,Apl baguss banget sama kaya tv
5,Assalammualaikum Aplikasi Ini Bagus Sekali Bisa Nonton Apa Aja Dan tidak Bayar macam Disney
5,Vidio tolong dong layar hpnya tuh bisa di scren miror pliss
5,Bagus aplikasinya
5,gokil moga gk eror sering tidak mnsnggapi kluar2 mulu hadeh?!
5,Mencoba 🙏
5,Mantap
5,Bagus
5,Mantap
5,Semua film yang ada di aplikasi ini apakah bisa ditonton secara gratis? Atau sebagian lainnya berbayar?
5,Sulit kita untuk berkerja kalau perut lagi kosong. Letak kan Hp mu. Makan lah sesuatu.
5,Baru mo coba ...
5,Is the terbaik
5,Sangat bagus
5,Sangat suka bisa nonton film kesayangan
5,Apk ini sangat membantu saya untuk menonton nya teman teman karena tv sekarang sudah tidak seperti duku lagi
5,Kok iklannya itu² Mulu gdaa yg lain???
5,Ok
5,EPL joss
5,Mantap
5,jos
5,tidak dapat di download
5,Kasihan anak yatim
5,"Bisa nonton live di handphone, keren."
5,Good
5,Aman
5,Lumayan bagus
5,Apk jelass👍
5,pokoknya ada semua yang saya suka
5,mantap🤗
5,udah lancar
5,Halo kak semangat ya update nya semoga Brp tahun kemudian aplikasi ini akan bagus
5,Good
5,mantap
5,Be the best
5,Apk nya bagus bgt
5,👍
5,Ok
5,Ok lah.👍
5,Ok
5,Mantapp
5,Nice
5,sangat membantu 👍👍
5,"Bagusss,untuk film Radha Krishna🖤"
5,Good
5,Mk
5,jos
5,Good
5,Banyak serial original buatan mereka sendiri dan itu Indonesia.
5,Apa hdburvhu
5,Ok
5,A+
5,"Aplikasih ya sangat bagus ,dan siaran ya juga jerni"
5,Vidio sports movie
5,Dowloud lagi..aplkasinya...
5,Oke
5,sangat istimewaaa
5,Oke
5,Ok
5,Hiburan yg menakjubkan
5,Seru mood gua balik anjir
5,mantab
5,Semua siaran BRI liga 1 di buka mantap kopinya
5,Ah ah ah ah
5,Mantul👍👍👍
5,Sangat bagus
5,Mantap
5,Tolong lah sediakan paket 1 pertandingan BRI liga1
5,aplikasi sgt bagus 👍👍👍
5,Mantap
5,Ok
5,Keren
5,Aplikasi ini sangat bagus untuk nonton Vidio
5,Ok
5,Bisa lihat siaran langsung asyiikk...
5,Mencoba
5,Tayangkan Radha Krishna epesode lengkap lah
5,RiFQIdua AQIL 2023
5,Best pokoknyaa
5,Mantap
5,Keren
5,👌 OK
5,Ok banget dah
5,Filembuf
5,Saya bagi 5 bintang 🌟 sebab saya tak boleh cakap macam orang lain
5,Bgus
5,di bantu
5,Ok
5,Sangat bagus
5,👌👌👌💯💯
5,Bgusss bngiittt
5,Good job 👍
5,Mantap
5,DRiA
5,ok
5,👌👌👌👌👌👌👌
5,Sayang kalo live liga BRI ko telat sama live di tv indosiar
5,Film nya update keren vidio
5,"Mohon next updet, reward poin video fantasy di tambahin lagi lah min masa cuma 4k. Hehehe"
5,"Coba kalo gratiss pastil enak mau nonton bola juga,cuma yang punya apknya terlalu PELIT!!"
5,😚😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😊😋😋😋😋😋😋
5,Sangat menarik dan sangat menyenangkan
5,bisa dengerin musik
5,Di perbagus lgi biar enggak kecewa
5,Good..👍
5,Hanya EPL&liga Champions saja?liga2 lain seperti liga spanyol/jerman/prancis/italia gak ada ya?
5,Saya suka sekali
5,Gg
5,Tara arawkum
5,Good 👍👍
5,Bagussss
5,Ok bgt jos gandos
5,Cukup / lengkap
5,Imbuh mantan pacar. udah h. udah di jalan pulang dulu yaa
5,Topppppp
5,Appilkasi the best
5,Baru donlot
5,Bagus
5,Oksi
5,RUSIA
5,"Bagus banget aplikasi nya masbro, enak banget biasanya kalo ada waktu nonton ini"
5,ini baru Vidio yang andal.
5,Wow
5,Bagus banget
5,Bagus cmn susah untuk daftarnya
5,"Bagus film2nya,dan terbaru"
5,suka liat proliga dna epl
5,ok
5,Mantul
5,"Terima kasih untuk pembaharuan update terbaru. Sudah bisa nonton Premier League lagi, kemarin sempat error."
5,Keren
5,Top
5,Vidio keren oke banget saya bisah nonton cenel tv indonesia keren deh oke banget 😍😍😍😍😍
5,Aplikasimya sangat bagus prefek Poko nya ayok buruan donglot
5,Kalou bisa jangan banyak iklan nya hihi
5,Good
5,Aku suka dengan apk ny walaupun susah di cari film film yg seru tapi semua seru kok aku lebih memilih ganteng ganteng serigala terimakasih sudah membuat apk ini semoga ad lagi yg kasih bintang 5 ya 🤭
5,Oke
5,sippp
5,Bguss pntk
5,Baguss
5,saya baru download n mudah2n bagus juga lancar tayangan nya... Aaamiiin..
5,Nice
5,Sangat baguss
5,Vilm apapun ada. Manataps... saya suka sekali
5,"Ok siip sekarang, semoga lebih baik kedepan nya.."
5,Baik lengkap semua ada.
5,Mantap
5,Video stream
5,Terbaik
5,Aplikasi ini emang bagus sekali nonton apa saja emang terbaik 👍🏻
5,AKU.PERNa.kerja.kemana.saja.keluar.dara.di.pabrik.sepatu.bata.
5,Mantaaaap
5,Game nya sih udah bagus tapi kualitas nya itu lohhh tolong di perbaiki pasifnya supaya klo nendang bola gak patah patah ''fajar sadboy''
5,Ga bisa buka kenapa ya
5,"Dengan ada nya aplkasi vidio ini , sya bisa nonton drma korea kesukaan sya"
5,Bagus
5,Tv sinyal tidak bagus
5,Koq sekarang pembayaran via virtual BCA dan PULSA TELKOMSEL tidak bisa ???
5,"Assalamualaikum Wahromatullahi, Wabarokatu, Maaf Hampura Mengganggu Waktu Nya Sebentar Saja Aplikasih Ini Terhibur Aku The Best Of Vidio Sports, Movies, Series tapi ga lengkap glombang tv nya Terimakasih Banyak Developer Sekian Dan Terimakasih Banyak Sekali Lagi Assalamualaikum Wahromatullahi, Wabarokatu,"
5,Aplikasinya bagus banget
5,Oke
5,Inih aku suka
5,Bagus
5,bagus
5,Apk ini sangat menarik dan sangat banyak video menarik keren pokoknya kern deh ayo gass download sekarang di playstore dan v-Appstore sekarang ayo download 😁😀😃👍👌🤞.
5,Ok
5,Mantap
5,Alone
5,Nice
5,🙆🙆🙆
5,Good..
5,Seriesnya bagus bagus
5,"tolong perbanyak drama dan film korea, aku suka nontonnya, makasih vidio"
5,Love it
5,Guud
5,Secara film nya bagus2. Tambahin lagi dong. Film2 nya....
5,Bagus sekali
5,Mantap
5,Aplikasi Vidio Sekarang acaranya kenapa banyak yg kepotong potong
5,Bagus sih bsa liat bola liga 1.. Kirain aktipin paket pas streming gak pake data. Tetep aja pake data kalo streming bola huh licik...
5,Bagus
5,good
5,Jvivv
5,Mantap
5,Kualitas live sports tolong ditingkatkan terutama live epl.
5,"Kasian vidio banyak yang ngasih bintang 1 padahal segitu lancarnya, saya berlangganan juga tapi belum pernah ada gangguan. Pokoknya vidio mantap 👍😁👍"
5,Sanggat bagus dan puas nonton vidio
5,Bagus
5,Great
5,Suka loading...suka loading..suka loading...kesel.kesel..tolong perbaiki
5,"itu yang prostes soal loading apalah ,perasaan ngga hp lu pada kali jelek apa SC/wifi lu pada lemot ,segini mah bagus"
5,Mantap
5,Ko ngk bs
5,Ok lah
5,Good
5,Alus
5,Sae bos mantep aku suka
5,Aku suka dengan aplikasi ini
5,"Gokil adminya ramah banget responnya cepet lagi, pertahanin ya min"
5,Sangat baik
5,Yuli anasarita
5,Bagus banget 👍 terimakasih yang buat aplikasi aku jadi gak telat nonton vidio bola
5,👌🏼
5,Terimakasih atas tersedianya aplikasi ini .
5,Bagus
5,Sangat baik
5,Semangat
5,Bagus
5,Good App 👍🏻🤝🏻
5,"bagus, paket premium habis gak bisa menonton episode nya lama sekali tayangnya. rugi waktu"
5,baik
5,VIDIO
5,"Sslllllllmwslz.leelßßßßßßßßßzzzßzzzzw zsozzw Wzezlzsll.wzzzzzz Eovk,nppßßßßšßßßßßßzšzßslßšolkßßzßßzßšßseoßßßslßsooooßßßß"
5,Sangat memuaskan
5,Waktu nonton terus harus ada paket pembelian jadi gak lanjut2 vidoenya jdi kesel nontonnya juga
5,Oke
5,M;
5,Bagus dan keren
5,Riski Dwi
5,Ok
5,Bagus banget aplikasinya
5,Sangatlah bagus dan penting dalam kehidupan sehari-hari agar mengetahui semua media seluruh dunia
5,Syukaa
5,Suka banget sama aplikasi nya
5,Bagussss
5,Bagus
5,bGus bgt wajib dwnd
5,Mantap
5,Bagusss👍
5,Like it videos
5,Sering update terbaru
5,"Harga bersahabat, nonton liga berkualitas dgn tayangan yg jg berkualitas. Mantaplah !!"
5,Xxxii
5,"Murah, Tapi memang kurang lengkap sih untuk film Hollywood nya"
5,Nice
5,good
5,"""Udah bayar 65rb tp paket gk aktif, padahal udah ada notif email paket sudah aktif"" *EDIT: Setelah komplain, CS nya garcep dan paket pun aktif* 👍"
5,sangat senang dengan aplikasi ini jadi aku kasih bintang 5
5,Proses pembelian paket lambat
5,ENJOY
5,Aplikasi nya sangat bagus.dan sangat membantu.bisa nonton bola langsung
5,Bagus
5,",ev"
5,Bagus
5,Bagus banget bisa nonton fira sama film favorit yg sudah gk ada
5,"Apa ini, cuman bisa nonton tayangan live Indosiar sama sctv doang,kalo siaran lain loading terus,sama kalo nonton vidio yang lain itu lemot banget gak bisa di putar,padahal sinyal di sini bagus,kuota ada kok kaya gini,jangan bikin saya nyesel dong udah download aplikasinya eh,,,gak bisa ke pake,cuma nyampah !! Tolong dong saya mau nonton filmya sridevi di pintu berkah soalnya saya ngefens banget tapi gak bisa di putar gimana sih !!"
5,Bagus
5,"Gratis ya kk,aku gk main facebook lgi aku mau fokus berobat sering'' jga aku nonton vidio soalx suka nonton ftv sctv kk🙂okeh"
5,mantap
5,Bagus
5,Wahhhhhh aplikasi nya bagusss bgtttt aku sukaaaaa
5,Sya cuma bisa berkata tingkat kn kualitas yg terjelek nie sya kasih bintang 5 untuk meningkat kn ny biar puas kalian
5,Mantap
5,gjakamma
5,Aplikasinya Sangat Bagus
5,Ok
5,zidane
5,good
5,Oke
5,Bagus seperti yang diharapkan ...susah login
5,Sangat memuaskan sekali
5,Bole sih
5,"parah sih,gara gara digital susah bgt nonton bola."
5,Ini bagusnya
5,keren bgt nih apk! Series nya keren-keren tapi syng banyak ending yang gantung semoga ada s2 nya! Ditunggu juga vidio bikin vidio Originals movie (film2 yg dibioskop) ditunggu juga proyek bareng md Entertainment 😉
5,Good app
5,Efffd
5,Bagus banget aplikasinyaa
5,Sya bisa Nonton apa apa yg penting baik
5,Oke
5,Bagus bngt sangat membantu bisa nontn segala macam olahraga
5,Mantap nih 😁😁😘😘😘😘🇵🇹🇵🇹🇵🇹🇵🇹🙋
5,Mantep
5,aplikasi bagus
5,Lari
5,"Paket platinum naik,yg tadinya 29k jadi 39... Berhubung ada diskon paket diamond dapat potongan harga 50ribu,,,cukup bayar 32k,,,jadi saya kasih 5* ."
5,Bagus coki
5,Yg lbh penting pemerintah harus lbh aktif dan lbh di tingkat kan kouta BPJS atau sktm yg tdk terkaper oleh BPJS.memperhatikan program kesehatan gratis buat masyarakat yg tdk mampu. .
5,Terima kasih
5,Terbaik
5,Good
5,"Banyak pilihan tontonan, tapi tolong dong untuk drama mandarinnya di tambah yang terbaru seperti falling into your smile atau yang lainnya... Terimakasih"
5,nonton bola
5,good apk
5,kalo bukan karna takdir cinta mungkin gak download ini hehe.. pelepas rindu klo gak bisa nontong langsung jd bisa nonton siaran ulang nya love Vidio sukses
5,"Bagus, cuma beberapa film luar negeri belum ada subtitle"
5,Jos
5,Makasi banyakk buat yang buat aplikasi ini berkat aplikasi ini gw bisa nonton ggs lagii
5,"Ini aku udah pake selama 1 tahunan itu ga sama sekali bad ga ada masalah sama sekali,kenapa banyak banget orang yang bilang apk Vidio tu sering bad,tapi engga sama sekali,ya kali itu tergantung hp masing masing,and hp aku Oppo ga bad sama sekali,so stop saying this video apk is often bad"
5,bagus banyak tampilan vidio yang bagussss dan seru lagi! !!!!!!!
5,Bagus nih.
5,Bagus
5,"Hallo Admin Video. Minta tolong supaya dibuatkan seperti yang terdahulu, didalam Aplikasi Video ada tertera/tertulis langsung cara pembayaran melalui potongan pulsa Telkomsel. (Cara pembayaran di Aplikasi Video terdapat tulisan : saldo ovo.... Kartu kredit.... pulsa Telkomsel.... pulsa XL..... google play....dll.). Jadi kita pelanggan merasa terbantui tinggal klik pulsa Telkomsel langsung jadi berlangganan. Mohon bantuannya Admin video. 🙏🙏. Terima Kasih"
5,wow aplikasinya sangat baguss
5,oke
5,Thebest
5,🗿
5,Keren
5,Ok
5,Sangat baik
5,Mantap lah pokok nya
5,"Penerimaan Sinyal & Gambar baik. Kenapa RCTI, MNCTV tidak ada ?"
5,Sangat bagus
5,Ok
5,simple dan jernih gambrnya. Awalnya pada saat word cup.. Sy Pelanggan Diamond EPL. Pengen nonton Live Liga2 keren Eropa ..tp apa gak pernah bisa...muter2...heran sy Kenapa ya koq bisa gitu Kalau Liga Domestik ok..👍🇮🇩🌝 Tolong Admin Vidio di perhatikan..Terima Kasih Sukses Selalu..👍🌝
